"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11"
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,3.605692385597435,4.141355464760023,2.7527471193605626,3.484079993353346,2.45066450914,5.010386909559386,2.853035992215534,3.5263822769003896,2.5796175917882516,4.858113241765284
16.0,2.245363302755088,1.8105209555766106,1.8213806414973075,1.736912357184309,1.678014003638709,2.7028771319453444,2.0253964425574087,1.7324271437697987,2.9027167243692684,1.6137028199740444
32.0,1.9652598199108169,3.5582511878867797,2.6783956093624948,4.15882986484382,2.4282742221986027,4.678282899019169,2.2426338519697593,3.8577476723439066,0.0025568890439542696,4.986326798174912
64.0,2.7906266587070814,3.020043281156645,3.3484235173679586,4.4800085728250245,4.156743218438501,4.668025020775463,4.440582120611738,3.6226590472955285,0.005185418435485113,3.32512726142155
128.0,1.9071457325065677,2.9871212126314304,1.701042190338226,2.173520524920602,3.4740446779146277,2.6268792201251423,3.3105408673393666,0.5435741430782985,0.009329271100813134,2.098091230006696
