"n_adapts","θ_med","θ_p90_l","θ_p90_h","θ_p50_l","θ_p50_h"
32,49.19397944686443,38.68061116658564,60.10183900279891,44.87740216151276,53.366734018401786
64,46.625877584409075,36.120349737915284,57.99752682803378,42.34900172230205,50.88870280824313
128,43.29325779021415,32.38183669479769,54.81595298451679,38.77786021378439,47.56126989780301
512,3.006437272123484,2.1891993436018566,4.030452218777015,2.644296829383482,3.464839463680532
4096,2.540516550542221,1.7807319159268733,3.4098653709746958,2.2119312712730195,2.888261263081942
